,Player,Role,Kills,Deaths,Assists,KDA,CS,CS in Team's Jungle,CS in Enemy Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Damage dealt to turrets,Total heal,Damage self mitigated,Time ccing others,Total damage taken,Champions
380,Bin,TOP,4,6,9,2.2,356,9,4,8.1,20465,464,22.7%,36,11,9,4,0.82,0.25,0.09,0.2,8.2%,28624,18672,8346,1606,649,24.6%,0.29,59.1%,,1,0,0,0,431,9,330,0,2831,12343,24137,18,36511,Gangplank
381,SofM,JUNGLE,7,2,5,6,398,132,54,9,19781,448,21.9%,184,78,53,9,4.17,1.77,0.2,1.2,41.7%,29125,25973,1636,1516,660,25%,0.27,54.5%,,0,0,0,0,-557,6,159,0,6334,15903,20483,22,26658,Graves
382,Angel,MID,7,3,5,4,397,16,7,9,19755,448,21.9%,53,13,18,9,1.2,0.29,0.2,0.41,12%,25651,2467,23109,75,581,22%,0.27,54.5%,1,0,0,0,0,871,24,849,1,1599,9189,18629,5,25921,Akali
383,huanfeng,ADC,3,3,11,4.7,380,18,20,8.6,19363,439,21.5%,44,16,7,3,1,0.36,0.07,0.16,10%,27189,21511,5190,488,616,23.3%,0.32,63.6%,,0,0,0,0,127,4,172,0,10089,2574,12112,45,20339,Ashe
384,SwordArt,SUPPORT,1,7,11,1.7,48,0,2,1.1,10902,247,12.1%,124,69,22,22,2.81,1.56,0.5,0.5,28.1%,5976,1395,3695,886,135,5.1%,0.27,54.5%,,0,0,0,0,150,-2,-301,-1,1070,1934,29333,33,21854,Leona
385,Wunder,TOP,3,3,7,3.3,441,0,0,10,17814,404,22.5%,42,22,11,6,0.95,0.5,0.14,0.25,12.4%,15768,8816,6899,53,357,17.7%,0.23,47.6%,,0,0,0,0,-431,-9,-330,0,2160,4559,106438,20,47709,Sion
386,Jankos,JUNGLE,9,5,9,3.6,269,118,29,6.1,16132,366,20.4%,65,33,17,14,1.47,0.75,0.32,0.39,19.2%,18022,604,13392,4026,409,20.2%,0.41,85.7%,,1,0,0,0,557,-6,-159,0,0,14836,22240,20,35086,Lillia
387,Caps,MID,3,6,7,1.7,420,29,4,9.5,18295,415,23.1%,39,20,6,6,0.88,0.45,0.14,0.14,11.5%,19849,989,18602,258,450,22.3%,0.23,47.6%,,0,0,0,0,-871,-24,-849,-1,2616,1322,9655,15,20145,Syndra
388,Perkz,ADC,5,1,13,18,314,14,4,7.1,17493,397,22.1%,49,14,20,3,1.11,0.32,0.07,0.45,14.5%,26573,24584,1258,731,602,29.8%,0.41,85.7%,,1,0,0,0,-127,-4,-172,0,1677,18661,13561,31,20951,Senna
389,Mikyx,SUPPORT,1,7,10,1.6,68,0,0,1.5,9425,214,11.9%,144,99,35,32,3.26,2.24,0.73,0.79,42.5%,8881,5751,175,2955,201,10%,0.25,52.4%,,0,0,0,0,-150,2,301,1,0,2101,30122,19,28497,Sett
390,Bin,TOP,5,1,5,10,187,3,0,8.1,10393,449,22.8%,15,10,1,5,0.65,0.43,0.22,0.04,9.4%,16929,11810,379,4740,732,31.3%,0.43,58.8%,,0,0,0,0,898,-5,690,1,10743,1229,16950,19,13975,Camille
391,SofM,JUNGLE,1,0,12,Perfect KDA,128,72,4,5.5,7812,338,17.2%,37,13,8,8,1.6,0.56,0.35,0.35,23.1%,4491,3305,753,433,194,8.3%,0.56,76.5%,,0,0,0,0,-536,1,22,0,763,7283,18634,16,19591,Jarvan IV
392,Angel,MID,2,1,8,10,200,12,0,8.6,9167,396,20.2%,26,12,4,4,1.12,0.52,0.17,0.17,16.3%,11379,1160,10219,0,492,21%,0.43,58.8%,,0,0,0,0,-8,1,448,0,2524,2364,2499,18,5611,Syndra
393,huanfeng,ADC,5,1,4,9,201,15,0,8.7,10811,467,23.8%,18,10,5,3,0.78,0.43,0.13,0.22,11.3%,15996,11421,4549,26,691,29.5%,0.39,52.9%,,1,0,0,0,137,-9,1121,1,5845,714,5299,3,8058,Ezreal
394,SwordArt,SUPPORT,4,1,13,17,36,0,0,1.6,7307,316,16.1%,64,44,8,13,2.77,1.9,0.56,0.35,40%,5349,1481,3846,22,231,9.9%,0.73,100%,,0,0,0,0,350,13,537,1,1152,3679,7490,18,8497,Bard
395,Wunder,TOP,1,3,1,0.7,217,6,4,9.4,9027,390,23.2%,25,12,6,6,1.08,0.52,0.26,0.26,15.7%,5584,4571,954,59,241,16.3%,0.09,50%,,0,0,0,0,-898,5,-690,-1,1241,4594,11660,12,21958,Renekton
396,Jankos,JUNGLE,2,3,1,1,136,94,0,5.9,7323,317,18.9%,32,9,8,7,1.38,0.39,0.3,0.35,20.1%,4314,3754,337,223,186,12.6%,0.13,75%,,0,0,0,0,536,-1,-22,0,0,4466,7769,10,14507,Graves
397,Caps,MID,0,2,3,1.5,211,10,3,9.1,8371,362,21.6%,17,5,4,4,0.73,0.22,0.17,0.17,10.7%,10203,1513,8574,116,441,29.8%,0.13,75%,,0,0,0,0,8,-1,-448,0,1655,5002,9671,11,14904,Ekko
398,Perkz,ADC,0,5,1,0.2,203,8,0,8.8,8267,357,21.3%,16,6,6,2,0.69,0.26,0.09,0.26,10.1%,5770,5338,404,28,249,16.9%,0.04,25%,,0,0,0,0,-137,9,-1121,-1,1457,1177,7327,9,11884,Kalista
399,Mikyx,SUPPORT,1,4,2,0.8,26,0,0,1.1,5855,253,15.1%,69,32,22,14,2.98,1.38,0.61,0.95,43.4%,8332,8305,0,27,360,24.4%,0.13,75%,,0,0,0,0,-350,-13,-537,-1,576,5197,4599,35,8745,Senna
400,Wunder,TOP,1,3,10,3.7,216,1,4,7.1,10816,356,18.1%,25,15,3,7,0.82,0.49,0.23,0.1,8.6%,14795,8687,5252,856,487,17.5%,0.36,64.7%,,0,0,0,0,158,21,-1011,-1,582,1944,31685,31,25247,Shen
401,Jankos,JUNGLE,2,1,11,13,221,120,8,7.3,11911,392,19.9%,73,29,11,10,2.41,0.96,0.33,0.36,25.1%,17345,423,12856,4066,571,20.5%,0.43,76.5%,,1,0,0,0,146,6,-69,0,1634,12946,12853,28,24934,Lillia
402,Caps,MID,9,1,3,12,273,8,0,9,15450,509,25.8%,38,13,7,6,1.25,0.43,0.2,0.23,13.1%,29841,28557,1266,18,983,35.3%,0.4,70.6%,,0,0,0,0,1894,11,454,1,8662,1967,8486,0,14200,Lucian
403,Perkz,ADC,5,0,2,Perfect KDA,305,13,0,10,14477,477,24.2%,49,16,12,7,1.61,0.53,0.23,0.4,16.8%,17440,16199,1163,78,575,20.7%,0.23,41.2%,,1,0,0,0,439,-7,-565,-1,5415,3571,6456,16,11964,Jhin
404,Mikyx,SUPPORT,0,4,10,2.5,32,0,0,1.1,7262,239,12.1%,106,62,15,22,3.49,2.04,0.72,0.49,36.4%,5000,954,3296,750,165,5.9%,0.33,58.8%,,0,0,0,0,452,4,699,1,270,3370,16206,19,15714,Rakan
405,Pk,TOP,1,3,4,1.7,194,2,0,6.4,8775,289,18.5%,29,14,7,5,0.96,0.46,0.16,0.23,13.8%,10540,2952,7588,0,347,18%,0.16,55.6%,,0,0,0,0,-158,-21,1011,1,0,4343,43009,24,33328,Ornn
406,Gemini,JUNGLE,5,1,2,7,190,108,2,6.3,10197,336,21.5%,40,9,13,9,1.32,0.3,0.3,0.43,19%,12208,11083,692,433,402,20.9%,0.23,77.8%,1,0,0,0,0,-146,-6,69,0,43,9690,17319,15,24107,Graves
407,Mission,MID,1,4,5,1.5,263,17,0,8.7,10643,351,22.4%,27,11,7,5,0.89,0.36,0.16,0.23,12.9%,12860,361,12499,0,424,22%,0.2,66.7%,,0,0,0,0,-1894,-11,-454,-1,440,4,9381,13,10741,Orianna
408,Bruce,ADC,2,3,3,1.7,272,20,0,9,11846,390,25%,26,12,7,2,0.86,0.4,0.07,0.23,12.4%,19551,14753,4498,300,644,33.4%,0.16,55.6%,,0,0,0,0,-439,7,565,1,0,580,12763,6,14047,Ezreal
409,Koala,SUPPORT,0,6,5,0.8,33,0,0,1.1,6012,198,12.7%,88,54,13,23,2.9,1.78,0.76,0.43,41.9%,3307,599,2295,413,109,5.7%,0.16,55.6%,,0,0,0,0,-452,-4,-699,-1,0,3468,23045,26,18406,Alistar
410,Impact,TOP,0,4,0,0,202,0,0,6.9,8096,277,19.4%,21,11,5,2,0.72,0.38,0.07,0.17,12.1%,8722,1487,7235,0,299,20%,0,0%,,0,0,0,0,-1170,-6,-9,0,0,2610,9644,24,11292,Lulu
411,Broxah,JUNGLE,0,2,2,1,157,109,0,5.4,7972,273,19.1%,27,11,9,12,0.93,0.38,0.41,0.31,15.5%,4635,3494,1033,108,159,10.6%,0.07,66.7%,,0,0,0,0,-1326,-9,-545,0,0,11029,14990,8,24613,Hecarim
412,Jensen,MID,0,2,1,0.5,271,15,4,9.3,9844,337,23.6%,26,11,6,4,0.89,0.38,0.14,0.21,14.9%,11388,684,10704,0,390,26.1%,0.03,33.3%,,0,0,0,0,-393,13,241,0,571,523,4344,17,7560,Syndra
413,Tactical,ADC,2,7,0,0.3,231,3,0,7.9,9669,331,23.2%,31,13,13,4,1.06,0.45,0.14,0.45,17.8%,11391,10786,605,0,390,26.1%,0.07,66.7%,,0,0,0,0,-1851,-18,-771,-1,1056,1759,11235,16,14131,Kalista
414,CoreJJ,SUPPORT,1,4,2,0.8,48,0,0,1.6,6160,211,14.8%,69,45,22,17,2.36,1.54,0.58,0.75,39.7%,7518,4571,220,2727,258,17.2%,0.1,100%,,0,0,0,0,-642,4,-1015,-1,331,956,16339,17,15633,Sett
415,Wunder,TOP,5,0,6,Perfect KDA,244,13,0,8.4,12131,416,21.2%,32,13,3,5,1.1,0.45,0.17,0.1,11.3%,10316,524,9792,0,353,21.3%,0.38,57.9%,,1,0,0,0,1170,6,9,0,4017,7156,10573,17,17319,Sylas
416,Jankos,JUNGLE,2,1,12,14,170,91,23,5.8,10428,357,18.2%,72,26,18,7,2.47,0.89,0.24,0.62,25.4%,5731,3427,1527,777,196,11.8%,0.48,73.7%,,1,0,0,0,1326,9,545,0,2045,9067,23878,15,21639,Volibear
417,Caps,MID,4,0,11,Perfect KDA,283,17,11,9.7,12509,429,21.8%,37,11,8,4,1.27,0.38,0.14,0.27,13%,9533,1518,7915,100,327,19.7%,0.51,78.9%,,0,0,0,0,393,-13,-241,0,4703,9342,11921,3,17602,Ekko
418,Perkz,ADC,7,1,8,15,298,20,13,10.2,14660,502,25.6%,43,11,12,4,1.47,0.38,0.14,0.41,15.1%,16281,15352,535,394,558,33.6%,0.51,78.9%,,0,1,0,0,1851,18,771,1,6069,1439,8640,29,5958,Ashe
419,Mikyx,SUPPORT,1,2,14,7.5,29,0,0,1,7621,261,13.3%,100,72,9,14,3.43,2.47,0.48,0.31,35.2%,6527,838,5364,325,224,13.5%,0.51,78.9%,,0,0,0,0,642,-4,1015,1,1119,2722,14856,21,12698,Tahm Kench
420,Wunder,TOP,2,4,4,1.5,281,9,4,8.2,12155,353,21.2%,43,16,11,7,1.25,0.46,0.2,0.32,15%,15927,13993,1866,68,462,21.1%,0.17,54.5%,,0,0,0,0,989,44,1034,1,1317,8254,28576,17,33679,Renekton
421,Jankos,JUNGLE,2,4,8,2.5,176,103,9,5.1,10578,307,18.5%,91,39,22,6,2.64,1.13,0.17,0.64,31.8%,16558,220,16266,72,481,21.9%,0.29,90.9%,,0,0,0,0,28,-20,-40,0,1072,17694,16225,0,28005,Nidalee
422,Caps,MID,3,6,6,1.5,268,21,13,7.8,11953,347,20.9%,26,16,4,6,0.75,0.46,0.17,0.12,9.1%,22312,18596,3369,347,648,29.5%,0.26,81.8%,,0,0,0,0,-764,-18,-369,-1,1505,682,11934,6,19736,Jayce
423,Perkz,ADC,1,4,7,2,337,24,1,9.8,14590,424,25.5%,45,12,14,3,1.31,0.35,0.09,0.41,15.7%,14414,11900,2134,380,418,19.1%,0.23,72.7%,,0,0,0,0,-1811,-42,-2269,-2,1010,1959,14563,44,13305,Ashe
424,Mikyx,SUPPORT,3,6,5,1.3,32,1,0,0.9,7974,231,13.9%,81,61,6,22,2.35,1.77,0.64,0.17,28.3%,6385,436,5062,887,185,8.4%,0.23,72.7%,,0,0,0,0,-894,-2,9,0,0,4282,25413,44,21415,Alistar
425,Impact,TOP,1,2,11,6,195,1,0,5.7,10799,313,16.3%,28,14,7,2,0.81,0.41,0.06,0.2,11.3%,18397,13310,4840,247,534,21.5%,0.35,50%,,0,0,0,0,-989,-44,-1034,-1,1455,7337,32420,26,26912,Volibear
426,Broxah,JUNGLE,5,1,13,18,202,102,19,5.9,12905,375,19.5%,46,14,10,13,1.34,0.41,0.38,0.29,18.5%,15532,13539,598,1395,451,18.1%,0.52,75%,,2,0,0,0,-28,20,40,0,3837,10880,15967,13,20510,Graves
427,Jensen,MID,10,2,10,10,291,16,7,8.4,15797,459,23.8%,32,12,13,6,0.93,0.35,0.17,0.38,12.9%,24937,1152,23462,323,724,29.1%,0.58,83.3%,,3,0,0,0,764,18,369,1,4765,3991,13178,19,13785,Orianna
428,Tactical,ADC,6,2,12,9,341,19,9,9.9,17118,497,25.8%,41,16,17,5,1.19,0.46,0.15,0.49,16.5%,17135,15725,1221,189,497,20%,0.52,75%,,1,0,0,0,1811,42,2269,2,12884,5789,21091,12,14249,Kalista
429,CoreJJ,SUPPORT,2,4,12,3.5,55,0,0,1.6,9722,282,14.7%,101,48,25,19,2.93,1.39,0.55,0.73,40.7%,9586,6258,296,3032,278,11.2%,0.41,58.3%,,0,0,0,0,894,2,-9,0,2198,3137,23755,19,22162,Sett
430,Pk,TOP,6,5,5,2.2,284,7,0,7.4,15889,411,24.4%,18,10,2,6,0.47,0.26,0.16,0.05,6.6%,16631,2272,13792,567,430,22.1%,0.28,73.3%,1,1,0,0,0,-1908,-19,-480,-1,1938,9543,35165,8,28500,Mordekaiser
431,Gemini,JUNGLE,4,5,4,1.6,214,123,10,5.5,12790,331,19.6%,41,15,17,15,1.06,0.39,0.39,0.44,15%,11331,9763,469,1099,293,15.1%,0.21,53.3%,2,0,0,0,0,-507,-27,-1104,-1,0,9123,16403,20,23735,Graves
432,Mission,MID,3,5,8,2.2,305,20,0,7.9,14514,376,22.3%,28,18,7,6,0.72,0.47,0.16,0.18,10.3%,18995,1714,16416,865,492,25.2%,0.28,73.3%,,1,0,0,0,296,23,282,0,443,1451,8170,41,16290,Syndra
433,Bruce,ADC,1,5,8,1.8,256,2,0,6.6,13161,341,20.2%,47,16,20,4,1.22,0.41,0.1,0.52,17.2%,17838,16687,490,661,462,23.7%,0.23,60%,,0,0,0,0,-518,-2,-322,-1,1765,16225,9366,37,16628,Senna
434,Koala,SUPPORT,1,4,7,2,86,0,0,2.2,8863,229,13.6%,139,84,38,25,3.6,2.17,0.65,0.98,50.9%,10437,8422,249,1766,270,13.9%,0.21,53.3%,,0,0,0,0,-241,11,287,1,0,3639,15251,19,22970,Pantheon
435,Wunder,TOP,8,3,6,4.7,338,4,4,8.7,18436,477,24.8%,55,20,14,7,1.42,0.52,0.18,0.36,15.7%,23215,17145,1375,4695,601,27.6%,0.36,58.3%,,0,0,0,0,1908,19,480,1,6846,8606,36481,24,30878,Camille
436,Jankos,JUNGLE,5,3,14,6.3,259,119,48,6.7,14542,376,19.6%,76,30,12,9,1.97,0.78,0.23,0.31,21.7%,18972,575,17670,727,491,22.5%,0.49,79.2%,1,1,0,0,0,507,27,1104,1,2611,27720,19133,2,29495,Nidalee
437,Caps,MID,7,4,11,4.5,278,9,4,7.2,15003,388,20.2%,34,13,4,6,0.88,0.34,0.16,0.1,9.7%,15301,82,15219,0,396,18.2%,0.47,75%,1,1,0,0,0,-296,-23,-282,0,3901,4495,26984,19,23162,Galio
438,Perkz,ADC,3,2,10,6.5,379,50,10,9.8,17190,445,23.1%,65,18,13,10,1.68,0.47,0.26,0.34,18.6%,17724,15380,1768,576,459,21.1%,0.34,54.2%,,0,0,0,0,518,2,322,1,8860,2902,17154,35,13820,Ashe
439,Mikyx,SUPPORT,1,3,11,4,35,0,0,0.9,9169,237,12.3%,120,95,11,27,3.11,2.46,0.7,0.28,34.3%,8954,1289,7399,266,232,10.6%,0.31,50%,1,0,0,0,0,241,-11,-287,-1,534,6434,23092,32,19882,Tahm Kench
440,Wunder,TOP,3,4,9,3,271,8,0,6.3,15658,366,20.7%,44,22,4,7,1.03,0.51,0.16,0.09,12.1%,25282,15655,8504,1123,590,17.1%,0.28,63.2%,,0,0,0,0,783,8,-743,-1,4802,11111,71067,33,42436,Volibear
441,Jankos,JUNGLE,3,6,7,1.7,244,149,8,5.7,14189,331,18.8%,54,13,14,11,1.26,0.3,0.26,0.33,14.8%,17235,15173,899,1163,402,11.6%,0.23,52.6%,,0,0,0,0,-304,-16,-629,0,1676,10653,23677,28,29468,Graves
442,Caps,MID,6,3,10,5.3,322,28,1,7.5,17772,415,23.5%,54,20,8,8,1.26,0.47,0.19,0.19,14.8%,38267,3224,31540,3503,893,25.8%,0.37,84.2%,,0,0,0,0,9,-15,382,1,3623,8894,14435,46,24250,Twisted Fate
443,Perkz,ADC,7,5,10,3.4,317,16,0,7.4,17919,418,23.7%,44,20,12,9,1.03,0.47,0.21,0.28,12.1%,47169,30991,13069,3109,1101,31.8%,0.4,89.5%,,2,0,0,0,363,-4,-459,-1,3560,5754,24464,18,24707,Ezreal
444,Mikyx,SUPPORT,0,3,17,5.7,54,0,0,1.3,10135,237,13.4%,168,83,33,26,3.92,1.94,0.61,0.77,46.2%,20231,2542,14891,2798,472,13.7%,0.4,89.5%,,0,0,0,0,122,-5,238,0,913,11958,19011,62,21764,Bard
445,Bin,TOP,3,1,10,13,312,13,0,7.3,14698,343,20.1%,46,21,7,6,1.07,0.49,0.14,0.16,12.8%,24078,20762,2735,581,562,22.2%,0.3,61.9%,,0,0,0,0,-783,-8,743,1,1170,26509,58277,32,52342,Renekton
446,SofM,JUNGLE,4,3,16,6.7,219,118,19,5.1,13808,322,18.9%,63,22,20,12,1.47,0.51,0.28,0.47,17.5%,17279,15242,947,1090,403,15.9%,0.47,95.2%,1,0,0,0,0,304,16,629,0,2164,28841,98468,27,62847,Lee Sin
447,Angel,MID,7,5,9,3.2,296,41,0,6.9,15819,369,21.7%,49,15,13,13,1.14,0.35,0.3,0.3,13.6%,30107,739,28121,1247,703,27.7%,0.37,76.2%,,0,0,0,0,-9,15,-382,-1,3426,4234,11304,33,18275,Syndra
448,huanfeng,ADC,5,3,10,5,389,24,0,9.1,18450,431,25.3%,90,20,26,8,2.1,0.47,0.19,0.61,25.1%,30303,26120,2801,1382,707,27.9%,0.35,71.4%,,1,0,0,0,-363,4,459,1,8274,9086,18696,45,23280,Ashe
449,SwordArt,SUPPORT,2,7,12,2,40,0,0,0.9,10187,238,14%,111,70,16,20,2.59,1.63,0.47,0.37,30.9%,6932,1256,4352,1324,162,6.4%,0.33,66.7%,,0,0,0,0,-122,5,-238,0,2330,6025,59366,48,29135,Nautilus
450,Bwipo,TOP,4,6,7,1.8,267,5,0,7.4,13856,385,21.3%,31,19,3,8,0.86,0.53,0.22,0.08,11.8%,20631,6452,12697,1482,573,25.6%,0.31,68.8%,,0,0,0,0,-881,-19,-552,-1,579,5804,51069,45,37618,Ornn
451,Selfmade,JUNGLE,3,4,12,3.8,214,115,8,5.9,12519,348,19.2%,45,10,11,11,1.25,0.28,0.31,0.31,17.1%,14105,10730,963,2412,392,17.5%,0.42,93.8%,,0,0,0,0,594,28,1206,2,871,8720,13186,19,22440,Graves
452,Nemesis,MID,6,7,5,1.6,292,4,0,8.1,14747,409,22.6%,29,6,7,2,0.81,0.17,0.06,0.19,11%,23995,2110,21312,573,666,29.7%,0.31,68.8%,,1,0,0,0,-550,-23,-506,-1,607,1461,18619,6,23706,Corki
453,Rekkles,ADC,3,3,6,3,347,12,0,9.6,16059,446,24.7%,37,16,14,6,1.03,0.44,0.17,0.39,14.1%,15161,14287,874,0,421,18.8%,0.25,56.3%,,0,0,0,0,1498,16,496,0,2771,1323,9294,22,16201,Caitlyn
454,Hylissang,SUPPORT,0,8,13,1.6,37,0,0,1,7948,221,12.2%,121,76,15,17,3.36,2.11,0.47,0.42,46%,6839,1196,5643,0,190,8.5%,0.36,81.3%,,0,0,0,0,-135,-6,827,1,490,2357,10745,36,22006,Bard
455,Wunder,TOP,6,2,9,7.5,349,19,12,9.7,17228,478,23.4%,36,18,6,5,1,0.5,0.14,0.17,12.2%,31739,2213,29442,84,881,32.4%,0.42,53.6%,1,0,0,0,0,881,19,552,1,7044,46423,20540,6,36242,Vladimir
456,Jankos,JUNGLE,8,1,10,18,197,88,11,5.5,14019,389,19.1%,55,13,22,11,1.53,0.36,0.31,0.61,18.6%,11546,7575,924,3047,321,11.8%,0.5,64.3%,,1,0,0,0,-594,-28,-1206,-2,1118,12593,37151,15,34496,Sett
457,Caps,MID,8,2,10,9,362,18,28,10.1,17648,490,24%,57,14,5,4,1.58,0.39,0.11,0.14,19.3%,32433,1616,30190,627,901,33.1%,0.5,64.3%,1,0,0,0,0,550,23,506,1,9276,1077,6728,29,13619,Syndra
458,Perkz,ADC,3,6,12,2.5,332,35,12,9.2,15417,428,21%,38,11,7,7,1.06,0.31,0.19,0.19,12.9%,15162,12692,2202,268,421,15.5%,0.42,53.6%,,0,0,0,0,-1498,-16,-496,0,153,3031,13978,38,14048,Ashe
459,Mikyx,SUPPORT,3,5,9,2.4,39,0,0,1.1,9184,255,12.5%,109,62,15,20,3.03,1.72,0.56,0.42,36.9%,7205,2185,3780,1240,200,7.3%,0.33,42.9%,,0,0,0,0,135,6,-827,-1,523,1147,37757,44,18677,Nautilus
460,Bwipo,TOP,0,4,7,1.8,256,0,0,6.1,12535,300,17.3%,51,27,4,8,1.22,0.65,0.19,0.1,14.2%,17193,2241,14503,449,411,16.3%,0.17,63.6%,,0,0,0,0,-222,-30,-400,-1,1726,11994,19735,53,24094,Zilean
461,Selfmade,JUNGLE,2,4,7,2.3,282,169,15,6.7,14248,341,19.6%,65,14,15,14,1.56,0.33,0.33,0.36,18.1%,15760,11839,2335,1586,377,14.9%,0.22,81.8%,,0,0,0,0,-52,13,601,1,1171,20583,55949,28,46188,Hecarim
462,Nemesis,MID,7,4,1,2,390,47,5,9.3,20199,483,27.8%,58,17,14,7,1.39,0.41,0.17,0.33,16.1%,41920,5380,35983,557,1003,39.6%,0.19,72.7%,,0,0,0,0,1622,27,928,1,10944,1533,24115,2,23422,Corki
463,Rekkles,ADC,1,3,8,3,332,18,0,7.9,15619,374,21.5%,52,14,14,2,1.24,0.33,0.05,0.33,14.4%,23268,21784,706,778,557,22%,0.22,81.8%,,0,0,0,0,-263,7,1173,1,4273,11630,10921,45,15296,Senna
464,Hylissang,SUPPORT,1,5,5,1.2,68,0,0,1.6,10033,240,13.8%,134,53,32,14,3.21,1.27,0.33,0.77,37.2%,7658,5789,177,1692,183,7.2%,0.14,54.5%,,0,0,0,0,-920,2,-112,-1,2159,4186,13964,24,20527,Pyke
465,Wunder,TOP,5,4,7,3,320,3,0,7.7,15982,382,19.9%,35,26,5,10,0.84,0.62,0.24,0.12,10.5%,14262,4999,7435,1828,341,15.8%,0.29,60%,1,0,0,0,0,222,30,400,1,461,6762,56508,29,33184,Ornn
466,Jankos,JUNGLE,2,1,7,9,194,90,1,4.6,13018,311,16.2%,76,17,26,15,1.82,0.41,0.36,0.62,22.8%,9458,5340,1327,2791,226,10.4%,0.22,45%,,0,0,0,0,52,-13,-601,-1,2755,17224,45813,20,40713,Sett
467,Caps,MID,9,3,5,4.7,347,37,4,8.3,19319,462,24%,48,19,3,7,1.15,0.45,0.17,0.07,14.4%,31746,105,30098,1543,759,35.1%,0.33,70%,1,3,0,0,0,-1622,-27,-928,-1,5708,22989,29267,19,44720,Sylas
468,Perkz,ADC,3,1,11,14,483,51,7,11.6,21628,517,26.9%,51,16,7,6,1.22,0.38,0.14,0.17,15.3%,30444,23409,4479,2556,728,33.6%,0.33,70%,,0,0,0,0,263,-7,-1173,-1,11465,4227,26561,52,14338,Ashe
469,Mikyx,SUPPORT,1,2,13,7,40,0,0,1,10460,250,13%,124,92,14,27,2.97,2.2,0.65,0.33,37.1%,4599,286,3796,517,110,5.1%,0.33,70%,,0,0,0,0,920,-2,112,1,1071,5854,7185,24,12177,Lulu
470,Wunder,TOP,3,7,9,1.7,386,13,24,7.8,19961,404,20.3%,49,26,7,7,0.99,0.53,0.14,0.14,11.7%,34137,19969,2754,11414,690,27.2%,0.24,40%,,0,0,0,0,761,23,779,1,3919,18324,82641,23,53991,Camille
471,Jankos,JUNGLE,5,2,17,11,289,110,24,5.8,18868,381,19.2%,75,12,21,10,1.52,0.24,0.2,0.42,17.9%,12351,4688,3222,4441,250,9.9%,0.44,73.3%,,0,0,0,0,1425,10,1567,2,1343,24034,76179,19,41530,Shen
472,Caps,MID,12,4,4,4,371,37,14,7.5,21458,434,21.9%,51,4,19,3,1.03,0.08,0.06,0.38,12.2%,35545,1682,32574,1289,719,28.4%,0.32,53.3%,2,1,0,0,0,1094,2,349,0,5049,14229,23204,18,35721,LeBlanc
473,Perkz,ADC,9,5,9,3.6,516,69,20,10.4,25921,524,26.4%,97,21,22,6,1.96,0.42,0.12,0.44,23.2%,33568,28086,2665,2817,679,26.8%,0.36,60%,,1,0,0,0,-453,-6,-350,-1,8973,4089,29646,44,15448,Ashe
474,Mikyx,SUPPORT,1,5,18,3.8,45,0,0,0.9,11900,241,12.1%,147,96,13,27,2.97,1.94,0.55,0.26,35.1%,9738,786,8202,750,197,7.8%,0.38,63.3%,,0,0,0,0,-245,4,358,1,812,11360,40491,39,34236,Braum
475,Bwipo,TOP,5,5,11,3.2,394,5,0,8,21532,435,23.3%,32,18,4,6,0.65,0.36,0.12,0.08,8.8%,33070,16116,9516,7438,669,26%,0.32,69.6%,,1,0,0,0,-761,-23,-779,-1,0,17091,37811,19,45836,Gangplank
476,Selfmade,JUNGLE,4,6,13,2.8,253,144,4,5.1,14987,303,16.2%,94,45,18,22,1.9,0.91,0.44,0.36,25.8%,18831,758,15261,2812,381,14.8%,0.34,73.9%,,0,0,0,0,-1425,-10,-1567,-2,0,17588,30133,36,37564,Gragas
477,Nemesis,MID,3,6,13,2.7,431,27,5,8.7,20162,408,21.9%,41,12,13,7,0.83,0.24,0.14,0.26,11.3%,23656,1222,21482,952,478,18.6%,0.32,69.6%,,0,0,0,0,-1094,-2,-349,0,45,1698,22779,24,20875,Orianna
478,Rekkles,ADC,9,4,10,4.8,436,21,0,8.8,23728,480,25.7%,83,17,26,4,1.68,0.34,0.08,0.53,22.8%,38008,33472,2547,1989,768,29.9%,0.38,82.6%,,0,0,0,0,453,6,350,1,2410,5642,12351,55,21631,Jhin
479,Hylissang,SUPPORT,2,9,17,2.1,50,0,0,1,11843,239,12.8%,114,73,12,21,2.3,1.48,0.42,0.24,31.3%,13415,1992,6711,4712,271,10.6%,0.38,82.6%,,0,0,0,0,245,-4,-358,-1,61,8004,75215,83,36648,Nautilus
480,Finn,TOP,1,4,5,1.5,260,22,0,5.9,13736,312,19.3%,67,20,6,5,1.52,0.45,0.11,0.14,20.9%,13989,13350,0,639,318,26.4%,0.14,75%,,0,0,0,0,-824,-43,-1160,-1,961,10744,30032,19,30267,Aatrox
481,Inspired,JUNGLE,1,1,4,5,247,138,16,5.6,12775,290,18%,53,9,11,9,1.2,0.2,0.2,0.25,16.5%,11773,176,8681,2916,267,22.2%,0.11,62.5%,,0,0,0,0,-317,1,-339,-1,175,13398,17773,30,28952,Lillia
